index,City,AccentCity,Population,Latitude,Longitude,CountryLong,Latitude(average),Longitude(average)
36560,tubajon,Tubajon,2906.0,10.331667,125.561944,philippines,13.0,122.0
36561,tagcatong,Tagcatong,2907.0,9.002222,125.256944,philippines,13.0,122.0
36562,biking,Biking,2907.0,9.592222,123.846111,philippines,13.0,122.0
36563,wines,Wines,2907.0,7.193889,125.389167,philippines,13.0,122.0
36564,prinza,Prinza,2907.0,14.19607,121.136958,philippines,13.0,122.0
36565,bugayong,Bugayong,2910.0,16.0813,120.5812,philippines,13.0,122.0
36566,mambago,Mambago,2913.0,7.105556,125.694444,philippines,13.0,122.0
36567,comagascas,Comagascas,2914.0,9.139722,125.559722,philippines,13.0,122.0
36568,baybay,Baybay,2914.0,15.8977,120.2305,philippines,13.0,122.0
36569,osmena,Osmeña,2915.0,12.7315,123.3318,philippines,13.0,122.0
36570,moriones,Moriones,2916.0,15.460751,120.466432,philippines,13.0,122.0
36571,hilotongan,Hilotongan,2919.0,11.144,123.6426,philippines,13.0,122.0
36572,bukal,Bukal,2919.0,13.938056,121.385556,philippines,13.0,122.0
36573,santa cruz,Santa Cruz,2919.0,10.633756,123.082103,philippines,13.0,122.0
36574,calbiga,Calbiga,2920.0,11.624722,125.016389,philippines,13.0,122.0
36575,manambrag,Manambrag,2920.0,13.7351,124.1064,philippines,13.0,122.0
36576,mambatangan,Mambatangan,2922.0,8.476944,124.805278,philippines,13.0,122.0
36577,mambatangan,Mambatangan,2922.0,8.433333,124.833333,philippines,13.0,122.0
36578,balayang,Balayang,2923.0,15.5495,120.6943,philippines,13.0,122.0
36579,aya,Aya,2924.0,13.8945,121.1139,philippines,13.0,122.0
36580,kitapok,Kitapok,2924.0,6.953333,124.425556,philippines,13.0,122.0
36581,carig,Carig,2924.0,17.670663,121.751889,philippines,13.0,122.0
36582,pongpong,Pongpong,2927.0,6.4975,125.463333,philippines,13.0,122.0
36583,balaoan,Balaoan,2928.0,16.8219,120.4045,philippines,13.0,122.0
36584,san antonio,San Antonio,2929.0,14.2,121.5,philippines,13.0,122.0
36585,dapawan,Dapawan,2929.0,12.406944,122.027778,philippines,13.0,122.0
36586,buan,Buan,2930.0,5.1608,120.0426,philippines,13.0,122.0
36587,macalamcam,Macalamcam,2931.0,13.85,121.316667,philippines,13.0,122.0
36588,balilihan,Balilihan,2931.0,9.7561,123.973,philippines,13.0,122.0
36589,cabiraoan,Cabiraoan,2932.0,18.323768,122.085953,philippines,13.0,122.0
36590,tunga,Tunga,2932.0,11.245556,124.751667,philippines,13.0,122.0
36591,santa filomena,Santa Filomena,2932.0,9.7402,123.3407,philippines,13.0,122.0
36592,punta,Punta,2934.0,12.2441,122.0097,philippines,13.0,122.0
36593,pagalungan,Pagalungan,2936.0,6.235278,125.041944,philippines,13.0,122.0
36594,sua-on,Sua-on,2936.0,7.662778,125.638333,philippines,13.0,122.0
36595,kauswagan,Kauswagan,2939.0,8.516667,125.75,philippines,13.0,122.0
36596,sibulao,Sibulao,2939.0,7.324545,122.241799,philippines,13.0,122.0
36597,carot,Carot,2939.0,16.3467,119.9834,philippines,13.0,122.0
36598,binlod,Binlod,2941.0,9.911944,123.609722,philippines,13.0,122.0
36599,lalagsan,Lalagsan,2941.0,10.2824,123.013,philippines,13.0,122.0
36600,maonon,Maonon,2942.0,13.036432,123.370741,philippines,13.0,122.0
36601,aporawan,Aporawan,2943.0,9.5994,118.3489,philippines,13.0,122.0
36602,palauig,Palauig,2944.0,15.435,119.9045,philippines,13.0,122.0
36603,damolog,Damolog,2946.0,10.766667,124.0,philippines,13.0,122.0
36604,motrico,Motrico,2947.0,15.413553,120.676532,philippines,13.0,122.0
36605,santa maria,Santa Maria,2947.0,12.578831,121.460414,philippines,13.0,122.0
36606,ogod,Ogod,2948.0,12.9009,123.617,philippines,13.0,122.0
36607,dagatan,Dagatan,2948.0,14.0017,121.3767,philippines,13.0,122.0
36608,capulaan,Capulaan,2949.0,15.9,120.540833,philippines,13.0,122.0
36609,pato-o,Pato-o,2949.0,12.430556,122.064722,philippines,13.0,122.0
36610,javier,Javier,2949.0,10.7921,124.9364,philippines,13.0,122.0
36611,tambaliza,Tambaliza,2950.0,11.2698,123.165,philippines,13.0,122.0
36612,linoan,Linoan,2952.0,7.626,125.9741,philippines,13.0,122.0
36613,palagao,Palagao,2953.0,18.043187,121.699051,philippines,13.0,122.0
36614,calapi,Calapi,2954.0,10.2736,122.9743,philippines,13.0,122.0
36615,palacpalac,Palacpalac,2956.0,16.1312,120.5305,philippines,13.0,122.0
36616,calog,Calog,2959.0,18.360833,121.384444,philippines,13.0,122.0
36617,sogod,Sogod,2960.0,13.833332999999998,123.316667,philippines,13.0,122.0
36618,almeria,Almeria,2960.0,11.6197,124.3803,philippines,13.0,122.0
36619,tagusao,Tagusao,2961.0,9.192377,117.814097,philippines,13.0,122.0
36620,santa juliana,Santa Juliana,2962.0,15.32826,120.428631,philippines,13.0,122.0
36621,latung,Latung,2964.0,5.5,120.883333,philippines,13.0,122.0
36622,colacling,Colacling,2965.0,13.7815,122.8767,philippines,13.0,122.0
36623,tabo-o,Tabo-o,2965.0,8.334,123.8547,philippines,13.0,122.0
36624,suba,Suba,2965.0,10.8438,121.0102,philippines,13.0,122.0
36625,batu,Batu,2966.0,7.753333,122.829444,philippines,13.0,122.0
36626,santo nino,Santo Nino,2966.0,15.340357999999998,120.636431,philippines,13.0,122.0
36627,cabog,Cabog,2967.0,15.3153,121.3703,philippines,13.0,122.0
36628,sogod,Sogod,2968.0,10.750833,123.994722,philippines,13.0,122.0
36629,baculin,Baculin,2971.0,7.4525,126.584167,philippines,13.0,122.0
36630,abra de ilog,Abra de Ilog,2971.0,13.4437,120.7291,philippines,13.0,122.0
36631,linapacan,Linapacan,2972.0,11.4924,119.8703,philippines,13.0,122.0
36632,plaridel,Plaridel,2972.0,8.6214,123.7101,philippines,13.0,122.0
36633,botigues,Botigues,2973.0,11.0995,123.6675,philippines,13.0,122.0
36634,panalingaan,Panalingaan,2973.0,8.784167,117.423056,philippines,13.0,122.0
36635,naro,Naro,2977.0,11.896972,123.673922,philippines,13.0,122.0
36636,naghalin,Naghalin,2977.0,11.1456,124.5671,philippines,13.0,122.0
36637,sierra bullones,Sierra Bullones,2978.0,9.8081,124.2921,philippines,13.0,122.0
36638,malasugui,Malasugui,2978.0,14.1439,122.8471,philippines,13.0,122.0
36639,maguinao,Maguinao,2978.0,15.0239,120.9344,philippines,13.0,122.0
36640,basud,Basud,2980.0,11.3663,124.3631,philippines,13.0,122.0
36641,tagpangi,Tagpañgi,2980.0,8.371944000000001,124.559444,philippines,13.0,122.0
36642,penablanca,Peñablanca,2983.0,17.624211,121.786647,philippines,13.0,122.0
36643,labnig,Labnig,2983.0,13.3769,123.6788,philippines,13.0,122.0
36644,san miguel,San Miguel,2983.0,8.968889,125.945,philippines,13.0,122.0
36645,bagumbong,Bagumbong,2984.0,14.3413,121.3775,philippines,13.0,122.0
36646,solana,Solana,2984.0,8.623056,124.770556,philippines,13.0,122.0
36647,camanci,Camanci,2986.0,11.7367,122.3617,philippines,13.0,122.0
36648,barongis,Barongis,2987.0,7.261111,124.564167,philippines,13.0,122.0
36649,tambo,Tambo,2989.0,13.4676,123.4939,philippines,13.0,122.0
36650,lamisahan,Lamisahan,2989.0,7.070833,122.158333,philippines,13.0,122.0
36651,nuling,Nuling,2989.0,6.659845,124.09981100000002,philippines,13.0,122.0
36652,lucero,Lucero,2990.0,16.4051,119.9124,philippines,13.0,122.0
36653,bagumbayan,Bagumbayan,2990.0,13.45,123.666667,philippines,13.0,122.0
36654,bayasong,Bayasong,2990.0,6.648889,124.873056,philippines,13.0,122.0
36655,barurao,Barurao,2990.0,6.898056,124.5975,philippines,13.0,122.0
36656,buyabod,Buyabod,2991.0,13.4666,122.0526,philippines,13.0,122.0
36657,bagacay,Bagacay,2991.0,13.777,123.3032,philippines,13.0,122.0
36658,san gabriel,San Gabriel,2992.0,15.7634,120.4644,philippines,13.0,122.0
36659,lambakin,Lambakin,2995.0,15.3899,120.8364,philippines,13.0,122.0
36660,san miguel,San Miguel,2997.0,13.874,121.1983,philippines,13.0,122.0
36661,julita,Julita,2997.0,10.974722,124.961667,philippines,13.0,122.0
36662,sugcad,Sugcad,3000.0,13.366667,123.7,philippines,13.0,122.0
36663,torrijos,Torrijos,3002.0,13.3238,122.0841,philippines,13.0,122.0
36664,cabadiangan,Cabadiangan,3002.0,12.6643,125.0456,philippines,13.0,122.0
36665,dodan,Dodan,3002.0,17.64111,121.800148,philippines,13.0,122.0
36666,pinahan,Piñahan,3005.0,15.6266,121.0621,philippines,13.0,122.0
36667,san isidro,San Isidro,3006.0,8.1098,123.4781,philippines,13.0,122.0
36668,bualan,Bualan,3007.0,7.395833,124.306944,philippines,13.0,122.0
36669,manito,Manito,3008.0,13.1235,123.8693,philippines,13.0,122.0
36670,canaman,Canaman,3010.0,13.648,123.1699,philippines,13.0,122.0
36671,larion,Larion,3010.0,17.628611,121.760847,philippines,13.0,122.0
36672,manaul,Manaul,3011.0,12.453,121.4107,philippines,13.0,122.0
36673,tunggol,Tunggol,3013.0,5.844583,121.154357,philippines,13.0,122.0
36674,hijo,Hijo,3014.0,7.381,125.8296,philippines,13.0,122.0
36675,padapada,Padapada,3016.0,15.5517,120.5163,philippines,13.0,122.0
36676,san francisco,San Francisco,3016.0,13.7911,122.2876,philippines,13.0,122.0
36677,caraycayon,Caraycayon,3016.0,13.616667,123.483333,philippines,13.0,122.0
36678,alcoy,Alcoy,3016.0,9.7102,123.5067,philippines,13.0,122.0
36679,batang,Batang,3017.0,13.2498,123.5641,philippines,13.0,122.0
36680,klinan,Klinan,3017.0,6.186833,125.136841,philippines,13.0,122.0
36681,bitadton,Bitadton,3017.0,11.496901,122.085108,philippines,13.0,122.0
36682,dimasalang,Dimasalang,3018.0,12.1923,123.8592,philippines,13.0,122.0
36683,tiguion,Tiguion,3018.0,13.3347,121.861,philippines,13.0,122.0
36684,narvacan,Narvacan,3019.0,17.4175,120.4753,philippines,13.0,122.0
36685,san clemente,San Clemente,3019.0,15.7124,120.359,philippines,13.0,122.0
36686,pines,Pines,3019.0,8.451,123.8038,philippines,13.0,122.0
36687,mangile,Mangile,3020.0,6.0033330000000005,125.683889,philippines,13.0,122.0
36688,bunol,Bunol,3021.0,15.6671,120.8344,philippines,13.0,122.0
36689,buenavista,Buenavista,3021.0,12.176389,123.790556,philippines,13.0,122.0
36690,sampaloc,Sampaloc,3023.0,14.087759,120.970977,philippines,13.0,122.0
36691,cortes,Cortes,3026.0,9.279722,126.191111,philippines,13.0,122.0
36692,balabag,Balabag,3027.0,10.766667,122.533333,philippines,13.0,122.0
36693,balabag,Balabag,3027.0,10.763333,122.493056,philippines,13.0,122.0
36694,san pedro,San Pedro,3027.0,17.2,121.883333,philippines,13.0,122.0
36695,balinad,Balinad,3032.0,13.2926,123.5454,philippines,13.0,122.0
36696,eguia,Eguia,3033.0,15.9065,119.8858,philippines,13.0,122.0
36697,sulangan,Sulangan,3034.0,10.936,125.8264,philippines,13.0,122.0
36698,binanwanaan,Binanwanaan,3034.0,13.7,123.3,philippines,13.0,122.0
36699,makato,Makato,3035.0,11.712,122.2922,philippines,13.0,122.0
36700,san rafael,San Rafael,3036.0,13.094167,122.96,philippines,13.0,122.0
36701,namuac,Namuac,3037.0,18.610905,121.165699,philippines,13.0,122.0
36702,dumalag,Dumalag,3039.0,11.308,122.6236,philippines,13.0,122.0
36703,langub,Lañgub,3039.0,10.797542,123.533803,philippines,13.0,122.0
36704,langub,Lañgub,3039.0,10.833333,123.566667,philippines,13.0,122.0
36705,dapdapan,Dapdapan,3040.0,11.4943,122.6314,philippines,13.0,122.0
36706,mianay,Mianay,3042.0,11.4716,122.7011,philippines,13.0,122.0
36707,ramos,Ramos,3042.0,16.6984,121.6136,philippines,13.0,122.0
36708,baay,Baay,3045.0,18.1188,120.5753,philippines,13.0,122.0
36709,udalo,Udalo,3047.0,13.4776,120.8223,philippines,13.0,122.0
36710,panay,Panay,3048.0,11.557778,122.794167,philippines,13.0,122.0
36711,liliongan,Liliongan,3049.0,7.362778,124.792778,philippines,13.0,122.0
36712,guyam,Guyam,3050.0,14.1525,120.861111,philippines,13.0,122.0
36713,pajo,Pajo,3051.0,11.2306,124.0138,philippines,13.0,122.0
36714,tagudin,Tagudin,3052.0,16.0806,119.9539,philippines,13.0,122.0
36715,lobo,Lobo,3052.0,13.6481,121.2112,philippines,13.0,122.0
36716,san isidro,San Isidro,3054.0,12.974167,123.857222,philippines,13.0,122.0
36717,ilasan,Ilasan,3054.0,14.063,121.6328,philippines,13.0,122.0
36718,santo nino,Santo Niño,3054.0,13.8489,121.1328,philippines,13.0,122.0
36719,minapan,Minapan,3055.0,6.815,124.858611,philippines,13.0,122.0
36720,sankanan,Sankanan,3055.0,8.315555999999999,124.858056,philippines,13.0,122.0
36721,santo tomas,Santo Tomas,3055.0,8.185833,125.80388899999998,philippines,13.0,122.0
36722,talospatang,Talospatang,3057.0,15.9179,120.4496,philippines,13.0,122.0
36723,nueva vida,Nueva Vida,3058.0,9.7846,124.1745,philippines,13.0,122.0
36724,baod,Baod,3059.0,11.2111,123.7031,philippines,13.0,122.0
36725,new lucena,New Lucena,3059.0,10.8794,122.5967,philippines,13.0,122.0
36726,cabungan,Cabungan,3059.0,16.3365,119.9991,philippines,13.0,122.0
36727,bula,Bula,3060.0,11.448,122.5685,philippines,13.0,122.0
36728,bannawag,Bannawag,3060.0,7.153611,124.866667,philippines,13.0,122.0
36729,balogo,Balogo,3063.0,7.282298,124.463882,philippines,13.0,122.0
36730,gigaquit,Gigaquit,3064.0,9.5951,125.6968,philippines,13.0,122.0
36731,san alejandro,San Alejandro,3064.0,15.5497,120.8601,philippines,13.0,122.0
36732,ibarra,Ibarra,3065.0,10.124722,124.884167,philippines,13.0,122.0
36733,solo,Solo,3065.0,13.746914000000002,120.901189,philippines,13.0,122.0
36734,bani,Bani,3066.0,15.5823,119.9335,philippines,13.0,122.0
36735,tocok,Tocok,3067.0,15.75,120.3,philippines,13.0,122.0
36736,san gregorio,San Gregorio,3068.0,14.0486,121.3291,philippines,13.0,122.0
36737,san gregorio,San Gregorio,3068.0,14.0297,121.2639,philippines,13.0,122.0
36738,san julian,San Julian,3069.0,11.753611,125.455833,philippines,13.0,122.0
36739,bayuin,Bayuin,3069.0,13.041101,121.388516,philippines,13.0,122.0
36740,daram,Daram,3069.0,11.6341,124.7947,philippines,13.0,122.0
36741,manika,Manika,3074.0,11.388007,122.279307,philippines,13.0,122.0
36742,cogtong,Cogtong,3074.0,9.8374,124.5291,philippines,13.0,122.0
36743,porais,Porais,3075.0,15.7551,121.0427,philippines,13.0,122.0
36744,lonoy,Lonoy,3076.0,11.512222,122.553333,philippines,13.0,122.0
36745,pagatin,Pagatin,3079.0,6.973056,124.475278,philippines,13.0,122.0
36746,burgos,Burgos,3080.0,13.9193,121.8122,philippines,13.0,122.0
36747,toboy,Toboy,3082.0,16.0271,120.6369,philippines,13.0,122.0
36748,silawit,Silawit,3084.0,16.873155999999998,121.759242,philippines,13.0,122.0
36749,malibago,Malibago,3087.0,13.2783,122.0228,philippines,13.0,122.0
36750,buer,Buer,3088.0,15.8397,120.2614,philippines,13.0,122.0
36751,jamorawon,Jamorawon,3089.0,12.225644,123.55151,philippines,13.0,122.0
36752,bagacay,Bagacay,3090.0,10.15209,124.258568,philippines,13.0,122.0
36753,san felipe,San Felipe,3090.0,14.0184,122.9295,philippines,13.0,122.0
36754,concordia,Concordia,3091.0,10.507667,122.549603,philippines,13.0,122.0
36755,cabangan,Cabangan,3092.0,15.158,120.0569,philippines,13.0,122.0
36756,looc,Looc,3092.0,14.1648,120.6293,philippines,13.0,122.0
36757,taywanak,Taywanak,3093.0,14.157589000000002,120.846545,philippines,13.0,122.0
36758,biga,Biga,3096.0,13.904012,120.648754,philippines,13.0,122.0
36759,progreso,Progreso,3097.0,13.9083,122.0906,philippines,13.0,122.0
36760,san agustin,San Agustin,3097.0,13.277285999999998,121.304818,philippines,13.0,122.0
36761,duran,Duran,3097.0,11.2618,122.5917,philippines,13.0,122.0
36762,bautista,Bautista,3097.0,15.8112,120.4737,philippines,13.0,122.0
36763,malamote,Malamote,3098.0,7.072222,124.897222,philippines,13.0,122.0
36764,okoy,Okoy,3099.0,11.1716,123.7948,philippines,13.0,122.0
36765,cervantes,Cervantes,3099.0,16.9909,120.7359,philippines,13.0,122.0
36766,aranda,Aranda,3100.0,10.2365,122.9467,philippines,13.0,122.0
36767,binitinan,Binitinan,3101.0,8.71,124.775556,philippines,13.0,122.0
36768,tarusan,Tarusan,3107.0,8.654615,117.510395,philippines,13.0,122.0
36769,payas,Payas,3108.0,15.964,120.4218,philippines,13.0,122.0
36770,chambery,Chambery,3108.0,10.9768,123.1682,philippines,13.0,122.0
36771,buguey,Buguey,3111.0,18.289272,121.831153,philippines,13.0,122.0
36772,araceli,Araceli,3111.0,10.5529,119.9913,philippines,13.0,122.0
36773,uddiawan,Uddiawan,3112.0,16.558879,121.15124,philippines,13.0,122.0
36774,bulalacao,Bulalacao,3112.0,16.8358,120.8085,philippines,13.0,122.0
36775,maluanluan,Maluanluan,3116.0,13.096697,121.423517,philippines,13.0,122.0
36776,talahib,Talahib,3117.0,13.6396,121.1436,philippines,13.0,122.0
36777,cosina,Cosina,3117.0,8.106111,124.619722,philippines,13.0,122.0
36778,sumalig,Sumalig,3118.0,7.9986,123.6627,philippines,13.0,122.0
36779,madrid,Madrid,3119.0,9.262114,125.964367,philippines,13.0,122.0
36780,pontevedra,Pontevedra,3120.0,11.4812,122.8325,philippines,13.0,122.0
36781,hagdan,Hagdan,3120.0,11.333333,123.9,philippines,13.0,122.0
36782,laguindingan,Laguindingan,3120.0,8.574722,124.442222,philippines,13.0,122.0
36783,bugko,Bugko,3120.0,12.5356,124.7923,philippines,13.0,122.0
36784,balibago,Balibago,3121.0,13.6093,121.2971,philippines,13.0,122.0
36785,balitoc,Balitoc,3121.0,13.862687,120.635545,philippines,13.0,122.0
36786,cawayan,Cawayan,3122.0,11.6237,122.4649,philippines,13.0,122.0
36787,san isidro,San Isidro,3122.0,9.5591,125.6768,philippines,13.0,122.0
36788,sinait,Sinait,3123.0,17.8664,120.4583,philippines,13.0,122.0
36789,ilaya,Ilaya,3123.0,8.5459,123.4308,philippines,13.0,122.0
36790,naguelguel,Naguelguel,3124.0,16.0053,120.2635,philippines,13.0,122.0
36791,malitbog,Malitbog,3125.0,12.75212,121.465915,philippines,13.0,122.0
36792,mahaba,Mahaba,3125.0,13.2676,123.5514,philippines,13.0,122.0
36793,cabadiangan,Cabadiangan,3125.0,10.1459,122.9431,philippines,13.0,122.0
36794,caditaan,Caditaan,3126.0,12.805278,123.849167,philippines,13.0,122.0
36795,mauswagon,Mauswagon,3126.0,8.600833,124.411944,philippines,13.0,122.0
36796,guisguis,Guisguis,3128.0,15.7928,119.9766,philippines,13.0,122.0
36797,consuelo,Consuelo,3128.0,8.901667,125.1875,philippines,13.0,122.0
36798,kapingkong,Kapingkong,3129.0,6.669167,124.631111,philippines,13.0,122.0
36799,bolitoc,Bolitoc,3131.0,15.7395,119.8769,philippines,13.0,122.0
36800,san juan de mata,San Juan de Mata,3131.0,15.5177,120.566,philippines,13.0,122.0
36801,general luna,General Luna,3132.0,10.833333,123.566667,philippines,13.0,122.0
36802,san dionisio,San Dionisio,3134.0,11.271,123.0964,philippines,13.0,122.0
36803,mataya,Mataya,3136.0,7.471111,124.371944,philippines,13.0,122.0
36804,bagakay,Bagakay,3136.0,8.1454,123.8157,philippines,13.0,122.0
36805,tudela,Tudela,3137.0,8.2472,123.8424,philippines,13.0,122.0
36806,tacub,Tacub,3137.0,8.1875,124.108056,philippines,13.0,122.0
36807,polloc,Polloc,3140.0,7.355278,124.220833,philippines,13.0,122.0
36808,nagpandayan,Nagpandayan,3140.0,15.5997,120.766,philippines,13.0,122.0
36809,lennec,Lennec,3142.0,15.6835,120.7338,philippines,13.0,122.0
36810,bacnotan,Bacnotan,3142.0,16.722222,120.3525,philippines,13.0,122.0
36811,san vicente,San Vicente,3143.0,15.84,120.498611,philippines,13.0,122.0
36812,de la paz,De la Paz,3144.0,9.6984,123.866,philippines,13.0,122.0
36813,lagasit,Lagasit,3147.0,15.9934,120.794,philippines,13.0,122.0
36814,taguisa,Taguisa,3147.0,6.698333,124.035833,philippines,13.0,122.0
36815,comillas,Comillas,3148.0,16.959,120.7469,philippines,13.0,122.0
36816,lapog,Lapog,3148.0,17.742222,120.458333,philippines,13.0,122.0
36817,san miguel,San Miguel,3149.0,13.3476,123.3848,philippines,13.0,122.0
36818,patabog,Patabog,3149.0,13.4432,122.4557,philippines,13.0,122.0
36819,san miguel,San Miguel,3149.0,13.4196,123.4082,philippines,13.0,122.0
36820,manalad,Manalad,3151.0,10.0056,122.7769,philippines,13.0,122.0
36821,san aquilino,San Aquilino,3151.0,12.59743,121.486714,philippines,13.0,122.0
36822,malitbog,Malitbog,3151.0,8.533889,124.883056,philippines,13.0,122.0
36823,new panay,New Panay,3151.0,6.758611,124.589167,philippines,13.0,122.0
36824,pulo,Pulo,3152.0,14.9136,121.0734,philippines,13.0,122.0
36825,josefina,Josefina,3152.0,8.2,123.533333,philippines,13.0,122.0
36826,tabid,Tabid,3152.0,8.1085,123.7801,philippines,13.0,122.0
36827,tidman,Tidman,3154.0,8.298611,126.338889,philippines,13.0,122.0
36828,malawag,Malawag,3155.0,13.383333,123.283333,philippines,13.0,122.0
36829,laug,Laug,3157.0,15.0471,120.7509,philippines,13.0,122.0
36830,canhaway,Canhaway,3157.0,9.7501,124.4722,philippines,13.0,122.0
36831,nalsian,Nalsian,3157.0,15.8383,120.453,philippines,13.0,122.0
36832,bagacay,Bagacay,3158.0,12.9821,124.1415,philippines,13.0,122.0
36833,pawican,Pawican,3159.0,12.0741,123.9706,philippines,13.0,122.0
36834,binuang,Binuang,3159.0,5.956944,121.06,philippines,13.0,122.0
36835,balangkayan,Balangkayan,3159.0,11.471389,125.510556,philippines,13.0,122.0
36836,san vicente,San Vicente,3159.0,13.8203,122.222,philippines,13.0,122.0
36837,anda,Anda,3160.0,16.2892,119.95,philippines,13.0,122.0
36838,linan,Linan,3160.0,6.43,124.975556,philippines,13.0,122.0
36839,pandakan,Pandakan,3161.0,5.988889,121.165833,philippines,13.0,122.0
36840,infanta,Infanta,3161.0,15.8264,119.9077,philippines,13.0,122.0
36841,quintong,Quintong,3162.0,15.9577,120.3113,philippines,13.0,122.0
36842,igmaya-an,Igmaya-an,3164.0,10.549861,123.220602,philippines,13.0,122.0
36843,san fernando,San Fernando,3165.0,10.709,123.0695,philippines,13.0,122.0
36844,natulongan,Natulongan,3165.0,7.531667,125.02361100000002,philippines,13.0,122.0
36845,magdalena,Magdalena,3168.0,14.1999,121.429,philippines,13.0,122.0
36846,malaruhatan,Malaruhatan,3169.0,14.0306,120.6804,philippines,13.0,122.0
36847,sison,Sison,3171.0,9.6588,125.5272,philippines,13.0,122.0
36848,caraycaray,Caraycaray,3174.0,11.5551,124.415,philippines,13.0,122.0
36849,baluyot,Baluyot,3176.0,15.8017,120.4621,philippines,13.0,122.0
36850,santa teresa,Santa Teresa,3177.0,12.251855,121.112512,philippines,13.0,122.0
36851,dongon,Dongon,3181.0,11.7196,122.316,philippines,13.0,122.0
36852,tondod,Tondod,3182.0,15.7182,120.968,philippines,13.0,122.0
36853,bakong,Bakong,3185.0,4.891111,119.794167,philippines,13.0,122.0
36854,san carlos,San Carlos,3186.0,7.959722,125.0775,philippines,13.0,122.0
36855,agbannawag,Agbannawag,3186.0,17.374927,121.549346,philippines,13.0,122.0
36856,dumarao,Dumarao,3187.0,11.2518,122.6654,philippines,13.0,122.0
36857,dimaluna,Dimaluna,3187.0,8.1218,123.7995,philippines,13.0,122.0
36858,miaray,Miaray,3190.0,7.574722,125.044444,philippines,13.0,122.0
36859,limbuhan,Limbuhan,3190.0,11.883765,124.050107,philippines,13.0,122.0
36860,balogo,Balogo,3190.0,13.5016,123.0638,philippines,13.0,122.0
36861,tandoc,Tandoc,3191.0,15.9605,120.328,philippines,13.0,122.0
36862,tagasilay,Tagasilay,3192.0,7.301782000000001,122.257913,philippines,13.0,122.0
36863,mogpog,Mogpog,3192.0,13.474444,121.861389,philippines,13.0,122.0
36864,pandan niog,Pandan Niog,3192.0,6.2282,120.5631,philippines,13.0,122.0
36865,butubut,Butubut,3193.0,16.8034,120.4344,philippines,13.0,122.0
36866,baroy,Baroy,3195.0,8.0269,123.7784,philippines,13.0,122.0
36867,dian-ay,Dian-ay,3195.0,10.833333,123.55,philippines,13.0,122.0
36868,malinao,Malinao,3196.0,8.825,125.193056,philippines,13.0,122.0
36869,concepcion,Concepcion,3196.0,15.2208,120.8315,philippines,13.0,122.0
36870,tambo,Tambo,3196.0,9.895,123.0556,philippines,13.0,122.0
36871,buanza,Buanza,3196.0,6.0258,120.9614,philippines,13.0,122.0
36872,lourdes,Lourdes,3198.0,8.525,124.432222,philippines,13.0,122.0
36873,ilaya,Ilaya,3200.0,5.815278,125.226667,philippines,13.0,122.0
36874,clarin,Clarin,3200.0,9.9616,124.0252,philippines,13.0,122.0
36875,maindang,Maindang,3201.0,6.595556,124.845,philippines,13.0,122.0
36876,pasibi,Pasibi,3201.0,15.8456,120.3684,philippines,13.0,122.0
36877,san cristobal,San Cristobal,3201.0,15.566670000000002,120.76667,philippines,13.0,122.0
36878,owak,Owak,3202.0,10.55,123.7,philippines,13.0,122.0
36879,lungaog,Lungaog,3203.0,7.529444,125.687778,philippines,13.0,122.0
36880,san isidro,San Isidro,3205.0,14.1675,121.450833,philippines,13.0,122.0
36881,bal-os,Bal-os,3206.0,9.4416,122.6257,philippines,13.0,122.0
36882,calingcuan,Calingcuan,3208.0,15.333332999999998,120.583333,philippines,13.0,122.0
36883,luzon,Luzon,3211.0,6.5190410000000005,126.094082,philippines,13.0,122.0
36884,santa rita,Santa Rita,3211.0,15.6036,120.823,philippines,13.0,122.0
36885,lintangan,Lintangan,3211.0,7.215545,121.952,philippines,13.0,122.0
36886,san juan,San Juan,3212.0,14.0927,121.3003,philippines,13.0,122.0
36887,sabang,Sabang,3212.0,13.5092,120.9737,philippines,13.0,122.0
36888,jimalalud,Jimalalud,3212.0,9.9797,123.1999,philippines,13.0,122.0
36889,mabay,Mabay,3212.0,6.057723,124.466607,philippines,13.0,122.0
36890,san juan,San Juan,3212.0,14.05715,121.229309,philippines,13.0,122.0
36891,inangatan,Inangatan,3215.0,11.25,124.4,philippines,13.0,122.0
36892,babag,Babag,3215.0,7.731111,126.070833,philippines,13.0,122.0
36893,balete,Balete,3220.0,13.8754,121.204,philippines,13.0,122.0
36894,navotas,Navotas,3220.0,14.4167,121.2268,philippines,13.0,122.0
36895,sigma,Sigma,3222.0,11.4214,122.6662,philippines,13.0,122.0
36896,japitan,Japitan,3222.0,10.1279,123.5035,philippines,13.0,122.0
36897,pattao,Pattao,3222.0,18.249274,121.815952,philippines,13.0,122.0
36898,osias,Osias,3225.0,7.6,124.816667,philippines,13.0,122.0
36899,trinidad,Trinidad,3225.0,10.079549,124.343244,philippines,13.0,122.0
36900,kalbugan,Kalbugan,3227.0,6.959722,124.659167,philippines,13.0,122.0
36901,baguer,Baguer,3228.0,7.256111,124.504167,philippines,13.0,122.0
36902,paddaya,Paddaya,3228.0,18.307671,121.782953,philippines,13.0,122.0
36903,palguyod,Palguyod,3230.0,16.1227,120.52,philippines,13.0,122.0
36904,damabalas,Damabalas,3230.0,7.015556,124.514167,philippines,13.0,122.0
36905,talaga,Talaga,3231.0,13.736459,120.936175,philippines,13.0,122.0
36906,butason,Butason,3232.0,11.3072,124.462,philippines,13.0,122.0
