index,City,AccentCity,Population,Latitude,Longitude,CountryLong,Latitude(average),Longitude(average)
0,timerliit,Timerliit,7.0,65.83333329999999,-53.25,greenland,72.0,-40.0
1,tasiusaq,Tasiusaq,7.0,73.3666667,-56.05,greenland,72.0,-40.0
2,neriunaq,Neriunaq,7.0,64.4666667,-50.3166667,greenland,72.0,-40.0
3,ivittuut,Ivittuut,11.0,61.2,-48.1666667,greenland,72.0,-40.0
4,qallimiut,Qallimiut,12.0,60.7,-45.3333333,greenland,72.0,-40.0
5,upernaviarsuk,Upernaviarsuk,13.0,60.75,-45.8833333,greenland,72.0,-40.0
6,itterajivit,Itterajivit,15.0,70.45,-22.3833333,greenland,72.0,-40.0
7,qeqertat,Qeqertat,18.0,77.50972220000001,-66.6477778,greenland,72.0,-40.0
8,moriusaq,Moriusaq,21.0,76.7561111,-69.88638890000001,greenland,72.0,-40.0
9,qassiarsuk,Qassiarsuk,40.0,61.15,-45.5166667,greenland,72.0,-40.0
10,saarloq,Saarloq,48.0,60.5333333,-46.0333333,greenland,72.0,-40.0
11,igaliku,Igaliku,49.0,60.9833333,-45.4166667,greenland,72.0,-40.0
12,qassimiut,Qassimiut,49.0,60.7833333,-47.1666667,greenland,72.0,-40.0
13,maarmorilik,Maarmorilik,50.0,71.1333333,-51.2833333,greenland,72.0,-40.0
14,niaqornat,Niaqornat,60.0,70.8,-53.65,greenland,72.0,-40.0
15,siorapaluk,Siorapaluk,75.0,77.7952778,-70.75583329999999,greenland,72.0,-40.0
16,savissivik,Savissivik,82.0,76.0233333,-65.0813889,greenland,72.0,-40.0
17,ammassivik,Ammassivik,83.0,60.6,-45.3833333,greenland,72.0,-40.0
18,ilimanaq,Ilimanaq,84.0,69.08333329999999,-51.1166667,greenland,72.0,-40.0
19,kapisillit,Kapisillit,89.0,64.4333333,-50.2666667,greenland,72.0,-40.0
20,ikamiut,Ikamiut,92.0,68.6333333,-51.8333333,greenland,72.0,-40.0
21,illorsuit,Illorsuit,97.0,71.2333333,-53.5666667,greenland,72.0,-40.0
22,nuugaatsiaq,Nuugaatsiaq,99.0,71.55,-53.216666700000005,greenland,72.0,-40.0
23,napasoq,Napasoq,99.0,65.05,-52.4,greenland,72.0,-40.0
24,iginniarfik,Iginniarfik,103.0,68.15,-53.1666667,greenland,72.0,-40.0
25,akunnaaq,Akunnaaq,107.0,68.75,-52.3333333,greenland,72.0,-40.0
26,narsaq kujalleq,Narsaq Kujalleq,110.0,60.0030556,-44.6636111,greenland,72.0,-40.0
27,sarfannguit,Sarfannguit,110.0,66.9,-52.8666667,greenland,72.0,-40.0
28,isortoq,Isortoq,113.0,65.5333333,-38.9833333,greenland,72.0,-40.0
29,ikerasaarsuk,Ikerasaarsuk,116.0,68.1333333,-53.5333333,greenland,72.0,-40.0
30,itilleq,Itilleq,121.0,66.58333329999999,-53.5,greenland,72.0,-40.0
31,arsuk,Arsuk,145.0,61.1666667,-48.45,greenland,72.0,-40.0
32,qeqertaq,Qeqertaq,154.0,70.0,-51.3166667,greenland,72.0,-40.0
33,narsarsuaq,Narsarsuaq,154.0,61.1666667,-45.4166667,greenland,72.0,-40.0
34,saqqaq,Saqqaq,169.0,70.0166667,-51.95,greenland,72.0,-40.0
35,tiniteqilaaq,Tiniteqilaaq,169.0,65.8833333,-37.7833333,greenland,72.0,-40.0
36,ukkusissat,Ukkusissat,195.0,71.05,-51.8833333,greenland,72.0,-40.0
37,qaarsut,Qaarsut,204.0,70.7333333,-52.65,greenland,72.0,-40.0
38,upernavik kujalleq,Upernavik Kujalleq,205.0,72.15,-55.5333333,greenland,72.0,-40.0
39,aappilattoq,Aappilattoq,208.0,72.8833333,-55.6,greenland,72.0,-40.0
40,saattut,Saattut,211.0,70.8166667,-51.6333333,greenland,72.0,-40.0
41,sermiligaaq,Sermiligaaq,223.0,65.9,-36.3666667,greenland,72.0,-40.0
42,kangersuatsiaq,Kangersuatsiaq,244.0,72.3833333,-55.5333333,greenland,72.0,-40.0
43,atammik,Atammik,250.0,64.8,-52.216666700000005,greenland,72.0,-40.0
44,qeqertarsuatsiaat,Qeqertarsuatsiaat,261.0,63.0833333,-50.6666667,greenland,72.0,-40.0
45,attu,Attu,281.0,67.95,-53.6333333,greenland,72.0,-40.0
46,ikerasak,Ikerasak,286.0,70.5,-51.3,greenland,72.0,-40.0
47,kulusuk,Kulusuk,312.0,65.5666667,-37.1833333,greenland,72.0,-40.0
48,niaqornaarsuk,Niaqornaarsuk,336.0,68.2333333,-52.8666667,greenland,72.0,-40.0
49,alluitsup paa,Alluitsup Paa,364.0,60.45,-45.55,greenland,72.0,-40.0
50,kangaamiut,Kangaamiut,396.0,65.83333329999999,-53.3333333,greenland,72.0,-40.0
51,kullorsuaq,Kullorsuaq,408.0,74.58333329999999,-57.2,greenland,72.0,-40.0
52,illoqqortoormiut,Illoqqortoormiut,531.0,70.4833333,-21.9666667,greenland,72.0,-40.0
53,qaanaaq,Qaanaaq,616.0,77.4894444,-69.3322222,greenland,72.0,-40.0
54,kangaatsiaq,Kangaatsiaq,680.0,68.3,-53.466666700000005,greenland,72.0,-40.0
55,upernavik,Upernavik,1129.0,72.7833333,-56.1666667,greenland,72.0,-40.0
56,qasigiannguit,Qasigiannguit,1341.0,68.8166667,-51.1833333,greenland,72.0,-40.0
57,nanortalik,Nanortalik,1509.0,60.1166667,-45.216666700000005,greenland,72.0,-40.0
58,narsaq,Narsaq,1709.0,77.3025,-68.8425,greenland,72.0,-40.0
59,tasiilaq,Tasiilaq,1829.0,65.6,-37.6333333,greenland,72.0,-40.0
60,paamiut,Paamiut,1862.0,62.0,-49.75,greenland,72.0,-40.0
61,maniitsoq,Maniitsoq,2866.0,65.41666670000001,-52.9,greenland,72.0,-40.0
62,aasiaat,Aasiaat,3115.0,68.7166667,-52.8666667,greenland,72.0,-40.0
63,qaqortoq,Qaqortoq,3224.0,60.716666700000005,-46.0333333,greenland,72.0,-40.0
64,ilulissat,Ilulissat,4413.0,69.2166667,-51.1,greenland,72.0,-40.0
65,sisimiut,Sisimiut,5227.0,66.9333333,-53.6833333,greenland,72.0,-40.0
66,nuuk,Nuuk,14799.0,64.1833333,-51.75,greenland,72.0,-40.0
67,aliskerovo,Aliskerovo,7.0,67.766667,167.583333,russian federation,60.0,100.0
68,aliskerovo,Aliskerovo,7.0,67.766667,167.583333,russia,60.0,100.0
69,vstrechnyy,Vstrechnyy,12.0,67.95,165.6,russian federation,60.0,100.0
70,vstrechnyy,Vstrechnyy,12.0,67.95,165.6,russia,60.0,100.0
71,brindakit,Brindakit,15.0,59.983333,137.55,russian federation,60.0,100.0
72,brindakit,Brindakit,15.0,59.983333,137.55,russia,60.0,100.0
73,leninskaya sloboda,Leninskaya Sloboda,29.0,56.07945600000001,44.469434,russian federation,60.0,100.0
74,leninskaya sloboda,Leninskaya Sloboda,29.0,56.07945600000001,44.469434,russia,60.0,100.0
75,belichan,Belichan,30.0,62.9,148.1,russian federation,60.0,100.0
76,belichan,Belichan,30.0,62.9,148.1,russia,60.0,100.0
77,baranikha,Baranikha,31.0,68.516667,168.25,russian federation,60.0,100.0
78,baranikha,Baranikha,31.0,68.516667,168.25,russia,60.0,100.0
79,kolendo,Kolendo,36.0,53.764444,142.787778,russian federation,60.0,100.0
80,kolendo,Kolendo,36.0,53.764444,142.787778,russia,60.0,100.0
81,kholst,Kholst,45.0,42.82777,44.145644,russian federation,60.0,100.0
82,kholst,Kholst,45.0,42.82777,44.145644,russia,60.0,100.0
83,kozhym,Kozhym,53.0,65.734,59.524353000000005,russian federation,60.0,100.0
84,kozhym,Kozhym,53.0,65.734,59.524353000000005,russia,60.0,100.0
85,verkhniy at-uryakh,Verkhniy At-Uryakh,57.0,62.65,150.116667,russian federation,60.0,100.0
86,verkhniy at-uryakh,Verkhniy At-Uryakh,57.0,62.65,150.116667,russia,60.0,100.0
87,severnyy,Severnyy,74.0,66.333333,138.033333,russian federation,60.0,100.0
88,severnyy,Severnyy,74.0,66.333333,138.033333,russia,60.0,100.0
89,torgo,Torgo,94.0,58.454444,119.529444,russian federation,60.0,100.0
90,torgo,Torgo,94.0,58.454444,119.529444,russia,60.0,100.0
91,kankunskiy,Kankunskiy,95.0,57.625278,126.109444,russian federation,60.0,100.0
92,kankunskiy,Kankunskiy,95.0,57.625278,126.109444,russia,60.0,100.0
93,prirechnyy,Prirechnyy,103.0,69.01655600000001,30.274304,russian federation,60.0,100.0
94,prirechnyy,Prirechnyy,103.0,69.01655600000001,30.274304,russia,60.0,100.0
95,bezymyannyy,Bezymyannyy,107.0,58.757778,126.248889,russian federation,60.0,100.0
96,bezymyannyy,Bezymyannyy,107.0,58.757778,126.248889,russia,60.0,100.0
97,oktyabrskiy,Oktyabrskiy,116.0,57.034983,60.735393,russian federation,60.0,100.0
98,oktyabrskiy,Oktyabrskiy,116.0,57.034983,60.735393,russia,60.0,100.0
99,nelkan,Nelkan,135.0,64.25,142.966667,russian federation,60.0,100.0
100,nelkan,Nelkan,135.0,64.25,142.966667,russia,60.0,100.0
101,nagornyy,Nagornyy,147.0,55.966667,124.95,russian federation,60.0,100.0
102,nagornyy,Nagornyy,147.0,55.966667,124.95,russia,60.0,100.0
103,kunerma,Kunerma,157.0,55.75,108.483333,russian federation,60.0,100.0
104,kunerma,Kunerma,157.0,55.75,108.483333,russia,60.0,100.0
105,mulda,Mulda,174.0,67.5,63.85,russian federation,60.0,100.0
106,mulda,Mulda,174.0,67.5,63.85,russia,60.0,100.0
107,galimyy,Galimyy,174.0,62.333333,155.98333300000002,russian federation,60.0,100.0
108,galimyy,Galimyy,174.0,62.333333,155.98333300000002,russia,60.0,100.0
109,sarylakh,Sarylakh,189.0,64.416667,142.75,russian federation,60.0,100.0
110,sarylakh,Sarylakh,189.0,64.416667,142.75,russia,60.0,100.0
111,due,Due,195.0,50.8325,142.101944,russian federation,60.0,100.0
112,due,Due,195.0,50.8325,142.101944,russia,60.0,100.0
113,karaidelskiy,Karaidelskiy,201.0,55.821827,57.106155,russian federation,60.0,100.0
114,karaidelskiy,Karaidelskiy,201.0,55.821827,57.106155,russia,60.0,100.0
115,sharoy,Sharoy,203.0,42.630085,45.806343,russian federation,60.0,100.0
116,sharoy,Sharoy,203.0,42.630085,45.806343,russia,60.0,100.0
117,telnovskiy,Telnovskiy,207.0,49.4,142.1,russian federation,60.0,100.0
118,telnovskiy,Telnovskiy,207.0,49.4,142.1,russia,60.0,100.0
119,verkhniy zgid,Verkhniy Zgid,208.0,42.870043,43.95937,russian federation,60.0,100.0
120,verkhniy zgid,Verkhniy Zgid,208.0,42.870043,43.95937,russia,60.0,100.0
121,gornyy,Gornyy,214.0,44.842222,133.959722,russian federation,60.0,100.0
122,gornyy,Gornyy,214.0,44.842222,133.959722,russia,60.0,100.0
123,makaryevo,Makaryevo,218.0,56.0917,45.048806,russian federation,60.0,100.0
124,makaryevo,Makaryevo,218.0,56.0917,45.048806,russia,60.0,100.0
125,severnyy,Severnyy,235.0,60.980278000000006,60.392778,russian federation,60.0,100.0
126,severnyy,Severnyy,235.0,60.980278000000006,60.392778,russia,60.0,100.0
127,abramtsevo,Abramtsevo,236.0,55.832157,37.837866,russian federation,60.0,100.0
128,abramtsevo,Abramtsevo,236.0,55.832157,37.837866,russia,60.0,100.0
129,predporozhnyy,Predporozhnyy,239.0,65.166667,143.2,russian federation,60.0,100.0
130,predporozhnyy,Predporozhnyy,239.0,65.166667,143.2,russia,60.0,100.0
131,elbrusskiy,Elbrusskiy,243.0,43.558234000000006,42.13232,russian federation,60.0,100.0
132,elbrusskiy,Elbrusskiy,243.0,43.558234000000006,42.13232,russia,60.0,100.0
133,belorechka,Belorechka,265.0,57.33194399999999,60.034722,russian federation,60.0,100.0
134,belorechka,Belorechka,265.0,57.33194399999999,60.034722,russia,60.0,100.0
135,panfilovo,Panfilovo,289.0,56.689941000000005,41.186424,russian federation,60.0,100.0
136,panfilovo,Panfilovo,289.0,56.689941000000005,41.186424,russia,60.0,100.0
137,veselovka,Vesëlovka,294.0,59.689084,59.993585,russian federation,60.0,100.0
138,veselovka,Vesëlovka,294.0,59.689084,59.993585,russia,60.0,100.0
139,allakh-yun,Allakh-Yun,296.0,61.13333299999999,138.05,russian federation,60.0,100.0
140,allakh-yun,Allakh-Yun,296.0,61.13333299999999,138.05,russia,60.0,100.0
141,ese-khayya,Ese-Khayya,332.0,67.516667,134.666667,russian federation,60.0,100.0
142,ese-khayya,Ese-Khayya,332.0,67.516667,134.666667,russia,60.0,100.0
143,bolshevik,Bolshevik,344.0,62.733333,147.5,russian federation,60.0,100.0
144,bolshevik,Bolshevik,344.0,62.733333,147.5,russia,60.0,100.0
145,chibizhek,Chibizhëk,348.0,54.397222,93.597778,russian federation,60.0,100.0
146,chibizhek,Chibizhëk,348.0,54.397222,93.597778,russia,60.0,100.0
147,starbeyevo,Starbeyevo,370.0,55.920017,37.477043,russian federation,60.0,100.0
148,starbeyevo,Starbeyevo,370.0,55.920017,37.477043,russia,60.0,100.0
149,ynykchan,Ynykchan,379.0,60.25,137.716667,russian federation,60.0,100.0
150,ynykchan,Ynykchan,379.0,60.25,137.716667,russia,60.0,100.0
151,elginskiy,Elginskiy,379.0,64.583333,141.783333,russian federation,60.0,100.0
152,elginskiy,Elginskiy,379.0,64.583333,141.783333,russia,60.0,100.0
153,dubki,Dubki,388.0,55.669537,37.211232,russian federation,60.0,100.0
154,dubki,Dubki,388.0,55.669537,37.211232,russia,60.0,100.0
155,pokrovka,Pokrovka,390.0,56.233333,36.833333,russian federation,60.0,100.0
156,pokrovka,Pokrovka,390.0,56.233333,36.833333,russia,60.0,100.0
157,dombay,Dombay,405.0,43.291667,41.621667,russian federation,60.0,100.0
158,dombay,Dombay,405.0,43.291667,41.621667,russia,60.0,100.0
159,novovilvenskiy,Novovilvenskiy,411.0,58.38333299999999,58.333333,russian federation,60.0,100.0
160,novovilvenskiy,Novovilvenskiy,411.0,58.38333299999999,58.333333,russia,60.0,100.0
161,dolmatovskiy,Dolmatovskiy,423.0,57.497988,42.331873,russian federation,60.0,100.0
162,dolmatovskiy,Dolmatovskiy,423.0,57.497988,42.331873,russia,60.0,100.0
163,itaka,Itaka,431.0,53.8882,118.7088,russian federation,60.0,100.0
164,itaka,Itaka,431.0,53.8882,118.7088,russia,60.0,100.0
165,tonnelnyy,Tonnelnyy,433.0,56.281389,113.350556,russian federation,60.0,100.0
166,tonnelnyy,Tonnelnyy,433.0,56.281389,113.350556,russia,60.0,100.0
167,makarakskiy,Makarakskiy,442.0,55.59194399999999,88.028611,russian federation,60.0,100.0
168,makarakskiy,Makarakskiy,442.0,55.59194399999999,88.028611,russia,60.0,100.0
169,pervomayskiy,Pervomayskiy,444.0,53.35393199999999,51.593643,russian federation,60.0,100.0
170,pervomayskiy,Pervomayskiy,444.0,53.35393199999999,51.593643,russia,60.0,100.0
171,ivankovskiy,Ivankovskiy,451.0,56.678076,40.1075,russian federation,60.0,100.0
172,ivankovskiy,Ivankovskiy,451.0,56.678076,40.1075,russia,60.0,100.0
173,tempy,Tempy,458.0,56.63333299999999,37.3,russian federation,60.0,100.0
174,tempy,Tempy,458.0,56.63333299999999,37.3,russia,60.0,100.0
175,vysokogorsk,Vysokogorsk,463.0,44.405833,135.401389,russian federation,60.0,100.0
176,vysokogorsk,Vysokogorsk,463.0,44.405833,135.401389,russia,60.0,100.0
177,bolshoy nimnyr,Bolshoy Nimnyr,463.0,58.043611,125.484722,russian federation,60.0,100.0
178,bolshoy nimnyr,Bolshoy Nimnyr,463.0,58.043611,125.484722,russia,60.0,100.0
179,kaznacheyevskiy,Kaznacheyevskiy,465.0,54.027578000000005,37.559916,russian federation,60.0,100.0
180,kaznacheyevskiy,Kaznacheyevskiy,465.0,54.027578000000005,37.559916,russia,60.0,100.0
181,ogodzha,Ogodzha,465.0,52.75,132.55,russian federation,60.0,100.0
182,ogodzha,Ogodzha,465.0,52.75,132.55,russia,60.0,100.0
183,ushkovo,Ushkovo,472.0,60.199332,29.619714,russian federation,60.0,100.0
184,ushkovo,Ushkovo,472.0,60.199332,29.619714,russia,60.0,100.0
185,yllymakh,Yllymakh,484.0,58.577222,126.69611100000002,russian federation,60.0,100.0
186,yllymakh,Yllymakh,484.0,58.577222,126.69611100000002,russia,60.0,100.0
187,baykal,Baykal,491.0,51.8792,104.7894,russian federation,60.0,100.0
188,baykal,Baykal,491.0,51.8792,104.7894,russia,60.0,100.0
189,buron,Buron,496.0,42.792806,44.008122,russian federation,60.0,100.0
190,buron,Buron,496.0,42.792806,44.008122,russia,60.0,100.0
191,kosya,Kosya,504.0,58.795629000000005,59.34960600000001,russian federation,60.0,100.0
192,kosya,Kosya,504.0,58.795629000000005,59.34960600000001,russia,60.0,100.0
193,ekhabi,Ekhabi,507.0,53.499722,142.968611,russian federation,60.0,100.0
194,ekhabi,Ekhabi,507.0,53.499722,142.968611,russia,60.0,100.0
195,pervomayskiy,Pervomayskiy,511.0,53.509246,55.887890000000006,russian federation,60.0,100.0
196,pervomayskiy,Pervomayskiy,511.0,53.509246,55.887890000000006,russia,60.0,100.0
197,udarnyy,Udarnyy,518.0,49.116667,142.15,russian federation,60.0,100.0
198,udarnyy,Udarnyy,518.0,49.116667,142.15,russia,60.0,100.0
199,yanchukan,Yanchukan,529.0,56.249722,112.811389,russian federation,60.0,100.0
200,yanchukan,Yanchukan,529.0,56.249722,112.811389,russia,60.0,100.0
201,burkhala,Burkhala,530.0,62.7,148.966667,russian federation,60.0,100.0
202,burkhala,Burkhala,530.0,62.7,148.966667,russia,60.0,100.0
203,koboldo,Koboldo,530.0,52.966667,132.7,russian federation,60.0,100.0
204,koboldo,Koboldo,530.0,52.966667,132.7,russia,60.0,100.0
205,shirokiy,Shirokiy,543.0,63.11666700000001,147.95,russian federation,60.0,100.0
206,shirokiy,Shirokiy,543.0,63.11666700000001,147.95,russia,60.0,100.0
207,pesochenskiy,Pesochenskiy,547.0,54.17436,36.109517,russian federation,60.0,100.0
208,pesochenskiy,Pesochenskiy,547.0,54.17436,36.109517,russia,60.0,100.0
209,zolotinka,Zolotinka,548.0,56.1813,124.8724,russian federation,60.0,100.0
210,zolotinka,Zolotinka,548.0,56.1813,124.8724,russia,60.0,100.0
211,ramasukha,Ramasukha,553.0,52.73878199999999,33.544128,russian federation,60.0,100.0
212,ramasukha,Ramasukha,553.0,52.73878199999999,33.544128,russia,60.0,100.0
213,komsomolskiy,Komsomolskiy,556.0,69.166667,172.7,russian federation,60.0,100.0
214,komsomolskiy,Komsomolskiy,556.0,69.166667,172.7,russia,60.0,100.0
215,tavatuy,Tavatuy,559.0,57.070278,60.133611,russian federation,60.0,100.0
216,tavatuy,Tavatuy,559.0,57.070278,60.133611,russia,60.0,100.0
217,atka,Atka,560.0,60.833333,151.8,russian federation,60.0,100.0
218,atka,Atka,560.0,60.833333,151.8,russia,60.0,100.0
219,nagornskiy,Nagornskiy,560.0,58.772011,57.544132,russian federation,60.0,100.0
220,nagornskiy,Nagornskiy,560.0,58.772011,57.544132,russia,60.0,100.0
221,sogdiondon,Sogdiondon,566.0,57.693889,112.16,russian federation,60.0,100.0
222,sogdiondon,Sogdiondon,566.0,57.693889,112.16,russia,60.0,100.0
223,chagda,Chagda,568.0,58.7475,130.619722,russian federation,60.0,100.0
224,chagda,Chagda,568.0,58.7475,130.619722,russia,60.0,100.0
225,karpuninskiy,Karpuninskiy,588.0,58.7165,61.798506,russian federation,60.0,100.0
226,karpuninskiy,Karpuninskiy,588.0,58.7165,61.798506,russia,60.0,100.0
227,vozhd proletariata,Vozhd Proletariata,594.0,55.437968000000005,39.304187,russian federation,60.0,100.0
228,vozhd proletariata,Vozhd Proletariata,594.0,55.437968000000005,39.304187,russia,60.0,100.0
229,dubenskiy,Dubenskiy,596.0,51.454722,56.633611,russian federation,60.0,100.0
230,dubenskiy,Dubenskiy,596.0,51.454722,56.633611,russia,60.0,100.0
231,gorno-chuyskiy,Gorno-Chuyskiy,605.0,57.642778,111.721944,russian federation,60.0,100.0
232,gorno-chuyskiy,Gorno-Chuyskiy,605.0,57.642778,111.721944,russia,60.0,100.0
233,kamenskoye,Kamenskoye,609.0,62.5,166.2,russian federation,60.0,100.0
234,kamenskoye,Kamenskoye,609.0,62.5,166.2,russia,60.0,100.0
235,amderma,Amderma,609.0,69.7576,61.6655,russian federation,60.0,100.0
236,amderma,Amderma,609.0,69.7576,61.6655,russia,60.0,100.0
237,alabino,Alabino,612.0,55.526787,37.010277,russian federation,60.0,100.0
238,alabino,Alabino,612.0,55.526787,37.010277,russia,60.0,100.0
239,artyk,Artyk,612.0,64.2,145.1,russian federation,60.0,100.0
240,artyk,Artyk,612.0,64.2,145.1,russia,60.0,100.0
241,lugovskiy,Lugovskiy,617.0,58.061389,112.892778,russian federation,60.0,100.0
242,lugovskiy,Lugovskiy,617.0,58.061389,112.892778,russia,60.0,100.0
243,mosta,Mosta,622.0,56.530118,42.163202000000005,russian federation,60.0,100.0
244,mosta,Mosta,622.0,56.530118,42.163202000000005,russia,60.0,100.0
245,oktyabrskiy,Oktyabrskiy,627.0,67.56666700000001,64.133333,russian federation,60.0,100.0
246,oktyabrskiy,Oktyabrskiy,627.0,67.56666700000001,64.133333,russia,60.0,100.0
247,sofiysk,Sofiysk,650.0,52.254444,133.98666699999998,russian federation,60.0,100.0
248,sofiysk,Sofiysk,650.0,52.254444,133.98666699999998,russia,60.0,100.0
249,mukhanovo,Mukhanovo,652.0,56.5,38.316667,russian federation,60.0,100.0
250,mukhanovo,Mukhanovo,652.0,56.5,38.316667,russia,60.0,100.0
251,kidero,Kidero,655.0,42.193699,45.95882,russian federation,60.0,100.0
252,kidero,Kidero,655.0,42.193699,45.95882,russia,60.0,100.0
253,chugunash,Chugunash,657.0,52.8734,87.7825,russian federation,60.0,100.0
254,chugunash,Chugunash,657.0,52.8734,87.7825,russia,60.0,100.0
255,mys shmidta,Mys Shmidta,657.0,68.93333299999999,-179.5,russian federation,60.0,100.0
256,mys shmidta,Mys Shmidta,657.0,68.93333299999999,-179.5,russia,60.0,100.0
257,trud,Trud,664.0,57.609737,33.964103,russian federation,60.0,100.0
258,trud,Trud,664.0,57.609737,33.964103,russia,60.0,100.0
259,poplevinskiy,Poplevinskiy,667.0,53.684676,39.54423,russian federation,60.0,100.0
260,poplevinskiy,Poplevinskiy,667.0,53.684676,39.54423,russia,60.0,100.0
261,kerzhenets,Kerzhenets,668.0,56.467369,44.423392,russian federation,60.0,100.0
262,kerzhenets,Kerzhenets,668.0,56.467369,44.423392,russia,60.0,100.0
263,pavda,Pavda,677.0,59.250886,59.508019,russian federation,60.0,100.0
264,pavda,Pavda,677.0,59.250886,59.508019,russia,60.0,100.0
265,nizhneyansk,Nizhneyansk,678.0,71.43333299999999,136.066667,russian federation,60.0,100.0
266,nizhneyansk,Nizhneyansk,678.0,71.43333299999999,136.066667,russia,60.0,100.0
267,zhelnino,Zhelnino,684.0,56.202298,43.365068,russian federation,60.0,100.0
268,zhelnino,Zhelnino,684.0,56.202298,43.365068,russia,60.0,100.0
269,staryy biser,Staryy Biser,690.0,58.413611,58.880278,russian federation,60.0,100.0
270,staryy biser,Staryy Biser,690.0,58.413611,58.880278,russia,60.0,100.0
271,karamken,Karamken,691.0,60.2,151.166667,russian federation,60.0,100.0
272,karamken,Karamken,691.0,60.2,151.166667,russia,60.0,100.0
273,gavrilovka,Gavrilovka,700.0,56.23168100000001,43.724211,russian federation,60.0,100.0
274,gavrilovka,Gavrilovka,700.0,56.23168100000001,43.724211,russia,60.0,100.0
275,chikoy,Chikoy,705.0,50.266111,106.917778,russian federation,60.0,100.0
276,chikoy,Chikoy,705.0,50.266111,106.917778,russia,60.0,100.0
277,sukhoverkovo,Sukhoverkovo,706.0,56.626481000000005,35.563482,russian federation,60.0,100.0
278,sukhoverkovo,Sukhoverkovo,706.0,56.626481000000005,35.563482,russia,60.0,100.0
279,arbagar,Arbagar,712.0,51.933333000000005,116.25,russian federation,60.0,100.0
280,arbagar,Arbagar,712.0,51.933333000000005,116.25,russia,60.0,100.0
281,leningradskiy,Leningradskiy,712.0,69.383333,178.416667,russian federation,60.0,100.0
282,leningradskiy,Leningradskiy,712.0,69.383333,178.416667,russia,60.0,100.0
283,vachi,Vachi,714.0,42.073808,47.214736,russian federation,60.0,100.0
284,vachi,Vachi,714.0,42.073808,47.214736,russia,60.0,100.0
285,pokanayevka,Pokanayevka,723.0,56.5161,97.661,russian federation,60.0,100.0
286,pokanayevka,Pokanayevka,723.0,56.5161,97.661,russia,60.0,100.0
287,promysla,Promysla,728.0,58.564167000000005,59.152778000000005,russian federation,60.0,100.0
288,promysla,Promysla,728.0,58.564167000000005,59.152778000000005,russia,60.0,100.0
289,usva,Usva,739.0,58.682316,57.645023,russian federation,60.0,100.0
290,usva,Usva,739.0,58.682316,57.645023,russia,60.0,100.0
291,yeletskiy,Yeletskiy,742.0,67.05,64.2,russian federation,60.0,100.0
292,yeletskiy,Yeletskiy,742.0,67.05,64.2,russia,60.0,100.0
293,sadon,Sadon,754.0,42.852621,44.006496000000006,russian federation,60.0,100.0
294,sadon,Sadon,754.0,42.852621,44.006496000000006,russia,60.0,100.0
295,vzmorye,Vzmorye,758.0,47.849444,142.520556,russian federation,60.0,100.0
296,vzmorye,Vzmorye,758.0,47.849444,142.520556,russia,60.0,100.0
297,nikolskoye,Nikolskoye,763.0,55.193889,165.9925,russian federation,60.0,100.0
298,nikolskoye,Nikolskoye,763.0,55.193889,165.9925,russia,60.0,100.0
299,tsentralnyy,Tsentralnyy,773.0,55.2075,87.64694399999999,russian federation,60.0,100.0
300,tsentralnyy,Tsentralnyy,773.0,55.2075,87.64694399999999,russia,60.0,100.0
301,khasan,Khasan,776.0,42.422222,130.653056,russian federation,60.0,100.0
302,khasan,Khasan,776.0,42.422222,130.653056,russia,60.0,100.0
303,kazanovka,Kazanovka,781.0,53.634167000000005,38.046667,russian federation,60.0,100.0
304,kazanovka,Kazanovka,781.0,53.634167000000005,38.046667,russia,60.0,100.0
305,dugna,Dugna,783.0,54.40799499999999,36.852095,russian federation,60.0,100.0
306,dugna,Dugna,783.0,54.40799499999999,36.852095,russia,60.0,100.0
307,medvedka,Medvedka,796.0,58.742554000000005,59.103584,russian federation,60.0,100.0
308,medvedka,Medvedka,796.0,58.742554000000005,59.103584,russia,60.0,100.0
309,yablonovo,Yablonovo,799.0,51.8424,112.7625,russian federation,60.0,100.0
310,yablonovo,Yablonovo,799.0,51.8424,112.7625,russia,60.0,100.0
311,zhemchuzhnyy,Zhemchuzhnyy,802.0,54.494167,90.148056,russian federation,60.0,100.0
312,zhemchuzhnyy,Zhemchuzhnyy,802.0,54.494167,90.148056,russia,60.0,100.0
313,novikovo,Novikovo,803.0,46.288333,143.393889,russian federation,60.0,100.0
314,novikovo,Novikovo,803.0,46.288333,143.393889,russia,60.0,100.0
315,yuzhno-yeniseyskiy,Yuzhno-Yeniseyskiy,807.0,58.795833,94.706389,russian federation,60.0,100.0
316,yuzhno-yeniseyskiy,Yuzhno-Yeniseyskiy,807.0,58.795833,94.706389,russia,60.0,100.0
317,tikhmenevo,Tikhmenevo,808.0,49.2,142.9,russian federation,60.0,100.0
318,tikhmenevo,Tikhmenevo,808.0,49.2,142.9,russia,60.0,100.0
319,kadykchan,Kadykchan,812.0,63.033333,146.833333,russian federation,60.0,100.0
320,kadykchan,Kadykchan,812.0,63.033333,146.833333,russia,60.0,100.0
321,katunki,Katunki,815.0,56.83130500000001,43.219679,russian federation,60.0,100.0
322,katunki,Katunki,815.0,56.83130500000001,43.219679,russia,60.0,100.0
323,khristoforovo,Khristoforovo,817.0,60.898931000000005,47.253413,russian federation,60.0,100.0
